sentence	label
what flights are available from boston to washington dc late the twenty fifth or early the twenty sixth	14
list the flights that arrive and depart from general mitchell international airport	14
all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco	19
show all nonstop flights from atlanta to san francisco	14
list all flights from denver to philadelphia	14
a one way flight from boston to san francisco please	14
i would like an american airlines flight from cincinnati to burbank leaving this afternoon	14
show me ground transportation in denver	21
what is the lowest cost fare that delta has between boston and san francisco	3
what flights do you have today from san francisco to pittsburgh	14
show me flights from minneapolis to seattle on july second	14
list all the takeoffs and landings at general mitchell international	14
show me flights leaving from dallas to baltimore	14
what is the cost of a first class ticket from dallas fort worth to san francisco	3
does american airlines fly from philadelphia to san francisco	14
list all flights on continental leaving denver and arriving at chicago on monday before noon	14
i would like a flight from nashville to st. louis that arrives in st. louis around 6 pm and is nonstop	14
does midwest express have any flights from montreal to nashville	14
flights from westchester county to st. paul	14
what are the flights from nashville to tacoma on tuesday the eighteenth of may	14
i 'd like the cheapest cost fare to fort worth from boston	3
what is the cheapest one way fare from boston to baltimore	3
what flights are available friday afternoon from pittsburgh to san francisco	14
on august thirtieth please schedule me on a flight from denver to san francisco early in the morning	14
i need information on a flight from san francisco to atlanta that would stop in fort worth	14
show me all flights to dallas that are less than 1500 dollars round trip	14
how many passengers can a boeing 737 hold	9
i need a flight from philadelphia to dallas next wednesday in the morning	14
show me the flights from love field to all other airports	14
what airline is ea the abbreviation for	6
show departures and arrivals in atlanta for american airlines	14
what flight from boston to baltimore is the least expensive flight	14
from washington dc to philadelphia departing in the afternoon	14
show me flights from san francisco to denver after 4 pm	14
i 'd like to fly from minneapolis to long beach two days from today in the early morning	14
i need a ticket from los angeles to charlotte that leaves early in the morning	3
i need ground transportation in seattle	21
does midwest express serve indianapolis	14
i want to leave oakland and arrive in boston at 5 o'clock in the afternoon	14
what is fare code y mean	0
round trip first class fares new york to miami	3
july seventh what is the cost of a round trip ticket traveling first class on united airlines leaving from denver going to baltimore	3
could i have listings of flights from new york to montreal canada leaving on wednesday	14
explain fare code qx	0
what 's the cheapest flight from pittsburgh to san francisco on friday	14
please show me all fares for flights from denver to oakland	3
what flights are between washington and san francisco	14
what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas	1
